,genre_ids,original_language,popularity,title,vote_average,vote_count
11308,"['History', 'Documentary']",en,7.95,The Look of Silence,8.1,135
3189,"['TV Movie', 'Romance', 'Drama']",en,3.032,The Lost Valentine,7.4,60
11554,"['Drama', 'Romance']",hi,5.888,The Lunchbox,7.3,350
14553,"['Romance', 'Comedy', 'Crime', 'Drama']",it,6.874,The Mafia Kills Only in Summer,7.4,703
5398,"['Comedy', 'Drama']",en,8.027,The Magic of Belle Isle,7.1,187
3148,['Animation'],en,3.318,The Maker,7.8,63
441,['Documentary'],en,5.084,The Making of The Walking Dead,8.0,82
17663,['Drama'],en,8.76,The Man Who Knew Infinity,7.2,699
796,['Drama'],it,2.191,The Man Who Will Come,7.6,33
14207,"['Comedy', 'Action', 'Adventure']",en,18.956,The Man from U.N.C.L.E.,7.1,3525
6052,"['Comedy', 'Drama']",nl,2.062,The Marathon,7.2,40
14188,"['Drama', 'Adventure', 'Science Fiction']",en,22.856,The Martian,7.7,12172
15260,['Documentary'],en,2.035,The Mask You Live In,8.3,49
5255,['Drama'],en,12.829,The Master,7.1,1323
11023,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",en,36.955,The Maze Runner,7.1,10626
24198,['Drama'],en,9.607,The Miracle Season,7.4,120
24037,['Drama'],en,13.0,The Miseducation of Cameron Post,7.1,317
12126,['Documentary'],fr,2.04,The Missing Picture,7.6,35
21596,['Drama'],pt,2.856,The Movie of My Life,7.7,62
2937,['Drama'],en,5.654,The Music Never Stopped,7.3,80
2809,"['Drama', 'Comedy', 'Romance']",fr,7.295,The Names of Love,7.4,159
100,"['Romance', 'Drama', 'Thriller', 'Crime']",en,11.147,The Next Three Days,7.0,1469
17474,"['Comedy', 'Crime', 'Mystery']",en,13.743,The Nice Guys,7.1,4272
24236,"['Action', 'Thriller', 'Crime']",id,9.064,The Night Comes for Us,7.1,206
11238,['Drama'],en,8.837,The Normal Heart,8.0,563
24185,"['Comedy', 'Drama']",en,9.8,The Other Side of the Wind,7.0,64
11762,"['Drama', 'Documentary']",en,3.683,The Overnighters,7.4,40
24349,['Drama'],sv,7.824,The Passion of Anna,7.5,60
8042,"['Drama', 'Mystery']",fr,9.491,The Past,7.3,252
8538,"['Drama', 'War']",fr,3.805,The Patience Stone,7.0,52
5222,['Drama'],en,15.148,The Perks of Being a Wallflower,7.8,5938
8699,['Documentary'],en,2.724,The Pervert's Guide to Ideology,7.5,52
2915,"['Drama', 'Music', 'Romance']",en,5.975,The Phantom of the Opera at the Royal Albert Hall,8.5,53
20700,"['Drama', 'History']",en,15.551,The Post,7.0,2506
11579,"['Animation', 'Comedy']",en,5.702,The Present,7.9,101
23923,['Romance'],en,17.79,The Princess Switch,7.1,1109
20848,"['History', 'Romance', 'Drama']",en,10.158,The Promise,7.1,195
14725,['Animation'],en,5.599,The Prophet,7.5,48
5432,"['Action', 'Crime', 'Drama']",en,7.512,The Punisher: Dirty Laundry,7.2,202
8614,['Documentary'],en,3.093,The Punk Singer,7.2,41
5545,['Documentary'],en,6.28,The Queen of Versailles,7.1,116
5287,"['Action', 'Thriller', 'Crime']",id,11.15,The Raid,7.4,1626
11228,"['Action', 'Crime', 'Thriller']",id,8.888,The Raid 2,7.7,1190
18024,['Documentary'],en,5.329,The Red Pill,7.7,79
21173,"['Animation', 'Drama', 'Fantasy', 'Family']",fr,6.697,The Red Turtle,7.6,555
17411,"['Western', 'Drama', 'Adventure']",en,19.41,The Revenant,7.4,11064
24249,"['Drama', 'Western']",en,8.97,The Rider,7.4,141
12239,"['Documentary', 'History']",en,1.772,The Rise and Rise of Bitcoin,7.1,32
11801,['Drama'],lo,3.284,The Rocket,7.0,33
20889,"['Drama', 'Thriller']",fa,9.618,The Salesman,7.3,394
14532,['Drama'],pt,7.04,The Second Mother,8.0,351
7998,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",en,10.743,The Secret Life of Walter Mitty,7.1,4859
20979,['Drama'],en,8.363,The Secret Scripture,7.4,127
5221,"['Fantasy', 'Animation', 'Family']",ja,15.246,The Secret World of Arrietty,7.6,1234
70,"['Crime', 'Drama', 'Mystery', 'Romance']",es,12.531,The Secret in Their Eyes,7.9,1141
8213,['Drama'],en,7.048,The Selfish Giant,7.4,115
11858,['Documentary'],en,2.897,The Seven Five,7.6,50
24268,"['Fantasy', 'Drama']",sv,8.693,The Seventh Seal,8.2,1163
20891,"['Drama', 'Fantasy']",en,9.559,The Shack,7.1,808
23884,"['Drama', 'Fantasy', 'Romance']",en,22.025,The Shape of Water,7.2,7224
17540,"['War', 'Drama', 'Thriller']",en,10.735,The Siege of Jadotville,7.2,349
24300,"['Drama', 'Romance']",sv,8.227,The Silence,7.6,148
24012,"['Comedy', 'Drama', 'Western']",en,13.738,The Sisters Brothers,7.0,590
2836,"['Drama', 'Horror', 'Mystery', 'Thriller']",es,6.912,The Skin I Live In,7.5,1503
5742,"['Drama', 'History']",es,3.904,The Sleeping Voice,7.0,54
11967,"['Animation', 'Family', 'Fantasy']",en,2.481,The Snowman and The Snowdog,7.0,31
29,['Drama'],en,15.889,The Social Network,7.2,6116
20721,"['Romance', 'Adventure', 'Science Fiction', 'Drama']",en,14.437,The Space Between Us,7.1,1455
24471,"['Drama', 'History']",ko,6.794,The Spy Gone North,7.3,33
8367,"['Documentary', 'Drama', 'History']",ar,5.596,The Square,7.8,84
8435,"['Adventure', 'Documentary']",en,4.889,The Summit,7.1,55
2748,['Drama'],en,7.894,The Sunset Limited,7.3,196
11460,"['Action', 'Thriller']",ko,6.6,The Suspect,7.1,62
24110,"['Drama', 'Mystery']",en,10.962,The Tale,7.4,157
11148,"['Animation', 'Drama', 'Fantasy']",ja,10.97,The Tale of the Princess Kaguya,8.1,662
11095,"['Drama', 'Romance']",en,13.866,The Theory of Everything,7.9,6412
17719,"['Thriller', 'Drama']",en,7.968,The Thinning,7.2,202
18064,"['Action', 'History', 'Thriller', 'Fantasy']",ko,4.999,The Tiger: An Old Hunter's Tale,7.5,38
646,['Documentary'],en,2.813,The Tillman Story,7.5,33
52,"['Crime', 'Drama', 'Thriller']",en,13.476,The Town,7.1,2386
2829,"['Comedy', 'Drama']",en,7.068,The Trip,7.0,159
14625,['Documentary'],en,6.358,The True Cost,7.9,130
2761,['Drama'],hu,7.763,The Turin Horse,7.9,134
8794,['Documentary'],en,2.333,The Unknown Known,7.3,47
9181,"['Documentary', 'History']",en,1.463,The Untold History of the United States,8.3,34
20633,"['Comedy', 'Drama']",en,28.138,The Upside,7.3,274
24330,"['Crime', 'Drama']",sv,7.926,The Virgin Spring,8.0,219
5252,"['Drama', 'Romance']",en,13.046,The Vow,7.1,2409
2935,"['Adventure', 'Comedy', 'Drama']",en,5.754,The Way,7.2,273
11281,"['Drama', 'Romance']",pt,8.256,The Way He Looks,8.1,572
8021,"['Comedy', 'Drama']",en,9.977,The Way Way Back,7.1,1043
17775,"['Documentary', 'War']",ar,7.35,The White Helmets,7.5,109
24058,['Drama'],en,12.374,The Wife,7.2,441
11077,['Animation'],ja,15.62,The Wind Rises,7.8,1291
7883,"['Crime', 'Drama', 'Comedy']",en,29.518,The Wolf of Wall Street,7.9,12411
24311,"['Comedy', 'Crime']",fr,8.169,The World Is Yours,7.0,184
2587,"['Drama', 'Thriller', 'Crime']",ko,11.253,The Yellow Sea,7.4,181
21141,"['History', 'Drama']",fr,7.0,The Young Karl Marx,7.0,126
17897,['Comedy'],en,6.386,The Young Offenders,7.5,94
20781,"['Drama', 'History']",en,11.645,The Zookeeper's Wife,7.4,726
24215,"['Romance', 'Drama', 'Mystery']",no,9.329,Thelma,7.1,368
24276,"['Drama', 'Adventure', 'Comedy']",en,8.604,Then Came You,7.3,63
3322,['Documentary'],en,2.415,These Amazing Shadows,7.6,36
17552,"['Action', 'Drama', 'Comedy', 'Thriller', 'Science Fiction']",it,10.413,They Call Me Jeeg,7.5,1457
24144,"['Documentary', 'History', 'War']",en,10.441,They Shall Not Grow Old,8.1,123
24592,['Documentary'],en,6.001,They'll Love Me When I'm Dead,7.4,41
21230,"['Comedy', 'Drama', 'Fantasy', 'Romance']",en,6.026,This Beautiful Fantastic,7.3,155
6129,['Documentary'],fa,1.91,This Is Not a Film,7.3,37
5366,['Drama'],en,8.585,This Must Be the Place,7.0,589
23819,"['Action', 'Adventure', 'Comedy', 'Fantasy']",en,43.45,Thor: Ragnarok,7.5,11380
20673,"['Crime', 'Drama']",en,17.808,"Three Billboards Outside Ebbing, Missouri",8.2,5432
24088,['Documentary'],en,11.609,Three Identical Strangers,7.6,174
49,"['Romance', 'Drama']",es,13.721,Three Steps Above Heaven,7.5,960
24315,['Drama'],sv,8.131,Through a Glass Darkly,7.9,177
24450,"['Drama', 'Comedy']",en,6.96,Thunder Road,7.0,82
540,['Animation'],en,3.587,Tick Tock Tale,8.0,39
17579,"['Documentary', 'Mystery', 'Thriller']",en,9.913,Tickled,7.4,188
15126,['Documentary'],en,2.438,Tig,7.3,54
8355,['Documentary'],en,5.706,Tim's Vermeer,7.3,91
14498,['Drama'],fr,7.372,Timbuktu,7.0,255
23835,"['Comedy', 'Romance']",en,31.613,To All the Boys I've Loved Before,7.9,4481
11926,['Documentary'],en,2.617,To Be Takei,7.5,38
20778,['Drama'],en,11.817,To the Bone,7.3,2193
8138,"['Drama', 'Thriller', 'Mystery']",fr,7.716,Tom at the Farm,7.0,360
2813,['Drama'],fr,7.258,Tomboy,7.2,295
20811,"['Comedy', 'Drama']",de,10.973,Toni Erdmann,7.1,488
2849,['Drama'],en,6.742,Too Big to Fail,7.1,95
21500,"['Comedy', 'Documentary']",en,3.383,Too Funny to Fail: The Life and Death of The Dana Carvey Show,7.9,33
14993,"['Drama', 'Crime', 'Mystery']",en,3.026,Too Late,7.3,33
12138,['Comedy'],en,2.002,Too Many Cooks,8.1,48
11821,"['TV Movie', 'Action', 'Adventure', 'Documentary']",en,3.101,Top Gear: The Perfect Road Trip,7.3,52
21205,"['Animation', 'Crime', 'Documentary']",en,6.276,Tower,7.8,102
2473,"['Animation', 'Comedy', 'Family']",en,28.005,Toy Story,7.9,10174
10,"['Animation', 'Comedy', 'Family']",en,22.698,Toy Story 2,7.5,7553
7,"['Animation', 'Family', 'Comedy']",en,24.445,Toy Story 3,7.7,8340
10250,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Horror', 'TV Movie']",en,0.6,Toy Story of Terror!,7.1,413
13516,"['Adventure', 'Drama']",en,0.6,Tracks,7.1,273
14520,"['Adventure', 'Crime', 'Drama', 'Thriller']",pt,7.179,Trash,7.1,353
21520,"['Comedy', 'TV Movie']",en,3.258,Trevor Noah: Afraid of the Dark,7.4,59
24801,"['Comedy', 'TV Movie']",en,4.612,Trevor Noah: Son of Patricia,7.2,39
2938,"['Science Fiction', 'Action', 'Comedy', 'Animation']",ja,5.634,Trigun: Badlands Rumble,7.5,42
8847,"['Fantasy', 'Music', 'Drama']",en,2.193,Tropico,8.4,36
59,"['Drama', 'Adventure', 'Western']",en,13.118,True Grit,7.2,2816
14340,['Drama'],en,9.51,Trumbo,7.2,882
172,"['Comedy', 'Horror']",en,9.159,Tucker and Dale vs. Evil,7.3,1427
24391,"['Horror', 'Fantasy']",hi,7.47,Tumbbad,7.6,42
17871,"['Drama', 'Action', 'Thriller']",ko,6.592,Tunnel,7.1,173
8245,"['Drama', 'Romance', 'War']",it,6.745,Twice Born,7.4,258
14582,"['Family', 'Documentary']",en,6.682,Twinsters,7.4,103
2814,"['Drama', 'Romance']",en,7.234,Tyrannosaur,7.4,213
417,['Drama'],hi,5.376,Udaan,7.2,83
18026,"['Action', 'Crime', 'Drama']",hi,5.305,Udta Punjab,7.2,68
11113,"['Drama', 'War']",en,12.354,Unbroken,7.4,2240
3328,['Documentary'],en,2.397,Undefeated,7.7,37
18475,['Documentary'],ru,2.172,Under the Sun,7.6,49
24726,"['Drama', 'Comedy']",is,5.005,Under the Tree,7.2,36
30,"['Action', 'Thriller']",en,15.886,Undisputed III: Redemption,7.4,302
2948,"['Drama', 'History']",en,5.537,United,7.2,63
12007,"['TV Movie', 'Documentary']",en,2.363,Unlocking Sherlock,7.9,39
23889,"['Action', 'Thriller', 'Science Fiction']",en,21.413,Upgrade,7.4,1326
11653,"['Adventure', 'Documentary']",en,4.824,Valley Uprising,8.1,46
11406,['Drama'],fr,6.964,Venus in Fur,7.3,339
14602,"['Action', 'Comedy', 'Crime']",ko,6.526,Veteran,7.1,78
23902,"['Drama', 'History', 'Comedy']",en,20.125,Vice,7.1,1213
5650,"['Comedy', 'Romance']",hi,5.064,Vicky Donor,7.0,71
14507,"['Crime', 'Drama', 'Romance', 'Thriller']",de,7.307,Victoria,7.8,618
2920,['Drama'],de,5.932,Vincent Wants to Sea,7.1,61
11542,"['Documentary', 'War']",en,5.967,Virunga,8.1,115
18698,['Drama'],en,1.692,Viva,8.0,34
8187,['Drama'],ar,7.321,Wadjda,7.2,209
377,['Documentary'],en,6.068,"Waiting for ""Superman""",7.0,70
5628,"['Drama', 'Thriller']",en,5.385,Wake in Fright,7.6,101
11974,['Science Fiction'],en,2.465,Wanderers,7.4,33
2613,"['Drama', 'War']",en,10.378,War Horse,7.2,1849
14494,"['Drama', 'Romance']",en,7.419,War Room,7.5,171
20645,"['Drama', 'Science Fiction', 'War']",en,23.445,War for the Planet of the Apes,7.0,5235
2504,['Drama'],en,15.478,Warrior,7.8,2189
527,['Documentary'],en,3.707,Waste Land,7.7,51
5558,['Documentary'],en,6.169,We Are Legion: The Story of the Hacktivists,7.0,122
8265,['Comedy'],es,6.501,We Are the Nobles,7.0,123
5272,"['Drama', 'Thriller']",en,11.964,We Need to Talk About Kevin,7.6,1306
2716,"['Drama', 'Romance']",en,8.326,Weekend,7.5,287
18003,['Documentary'],en,5.545,Weiner,7.6,99
5593,['Documentary'],en,5.841,West of Memphis,7.5,73
20694,"['Science Fiction', 'Thriller', 'Drama']",en,15.933,What Happened to Monday,7.2,3507
14632,"['Documentary', 'Music']",en,6.313,"What Happened, Miss Simone?",7.6,173
8225,['Drama'],en,6.904,What Maisie Knew,7.1,236
329,['Comedy'],ru,6.675,What Men Talk About,7.7,71
11135,"['Comedy', 'Horror']",en,11.186,What We Do in the Shadows,7.6,1594
21215,['Documentary'],en,6.224,What the Health,7.5,151
14292,"['Animation', 'Drama']",ja,11.134,When Marnie Was There,7.8,683
406,"['Documentary', 'Music']",en,5.582,When You're Strange,7.6,85
5463,"['Drama', 'Comedy']",fr,7.156,Where Do We Go Now?,7.4,89
24418,"['War', 'Drama', 'Romance']",en,7.244,Where Hands Touch,7.8,43
11764,['Drama'],en,3.676,Where Hope Grows,7.1,36
14519,['Documentary'],en,7.181,Where to Invade Next,7.4,250
8293,"['Drama', 'Music']",en,6.298,Whiplash,7.9,94
23967,"['Animation', 'Family']",fr,15.879,White Fang,7.2,69
365,['Drama'],fr,6.262,White Material,7.1,57
24549,"['Documentary', 'Music']",en,6.218,Whitney,7.9,79
11178,['Thriller'],de,10.043,Who Am I,7.7,676
8166,"['Drama', 'Action', 'Comedy']",ja,7.5,Why Don't You Play in Hell?,7.4,117
11173,['Drama'],en,10.098,Wild,7.0,1454
24211,['Drama'],sv,9.381,Wild Strawberries,8.1,595
11171,"['Drama', 'Thriller', 'Comedy']",es,10.105,Wild Tales,7.8,1564
20710,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,14.908,Wind River,7.4,2437
24250,['Drama'],sv,8.968,Winter Light,8.0,140
11236,['Drama'],tr,8.84,Winter Sleep,7.7,228
14759,['Documentary'],uk,5.289,Winter on Fire: Ukraine's Fight for Freedom,8.1,104
2639,"['Drama', 'Romance']",sv,9.918,With Every Heartbeat,7.2,108
7971,"['Animation', 'Drama', 'Family', 'Fantasy']",ja,12.316,Wolf Children,8.2,1056
14464,['Drama'],en,7.76,Woman in Gold,7.4,787
24056,['Documentary'],en,12.439,Won't You Be My Neighbor?,8.3,204
20662,"['Drama', 'Family']",en,20.101,Wonder,8.2,3959
20628,"['Adventure', 'Fantasy', 'War', 'Romance']",en,31.618,Wonder Woman,7.3,12566
17998,['Drama'],en,5.575,Woodlawn,7.0,79
2931,['Documentary'],en,5.802,Woody Allen: A Documentary,7.4,82
14634,"['Animation', 'Comedy', 'Science Fiction', 'Drama']",en,6.294,World of Tomorrow,8.0,163
5187,"['Family', 'Animation', 'Comedy', 'Adventure']",en,22.967,Wreck-It Ralph,7.3,7780
11022,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",en,41.867,X-Men: Days of Future Past,7.5,10062
3672,"['Action', 'Science Fiction', 'Adventure']",en,1.447,X-Men: First Class,7.2,8211
5710,"['Drama', 'Romance']",he,4.29,Yossi,7.0,31
175,['Drama'],en,9.071,You Don't Know Jack,7.0,176
5774,"['Music', 'Comedy', 'Romance']",en,3.502,You Instead,7.0,51
11423,['Drama'],en,6.874,You're Not You,7.4,448
17389,"['Romance', 'Animation', 'Drama']",ja,28.238,Your Name.,8.6,4161
24199,"['Comedy', 'Romance', 'TV Movie', 'Fantasy']",en,9.591,Z-O-M-B-I-E-S,7.1,142
2663,['Documentary'],en,9.15,Zeitgeist: Moving Forward,7.1,104
563,"['Animation', 'Drama']",en,3.366,Zero,7.4,35
17860,['Documentary'],en,6.689,Zero Days,7.5,111
17391,"['Animation', 'Adventure', 'Family', 'Comedy']",en,27.549,Zootopia,7.7,9977
21358,"['Horror', 'Science Fiction']",en,4.822,Zygote,7.2,60
11506,"['Animation', 'Drama']",ja,6.272,anohana: The Flower We Saw That Day - The Movie,7.4,45
20707,"['Drama', 'Horror', 'Mystery']",en,15.227,mother!,7.0,3458
